loan_amnt,term,int_rate,installment,grade,emp_length,home_ownership,annual_inc,purpose,dti,loan_status
22352,36 months,10.908895549548404,203.19636110292163,E,1-3 years,MORTGAGE,147039,home_improvement,5.171590863154987,Fully Paid
15397,36 months,20.384462956762672,261.54964678772905,D,< 1 year,MORTGAGE,80758,credit_card,26.171836900644447,Charged Off
1728,36 months,17.493271377085275,25.190310783002797,A,10+ years,MORTGAGE,51658,car,18.393487172077243,Charged Off
1698,60 months,12.638792793057918,17.883891802176954,E,3-5 years,OTHER,69002,home_improvement,4.7161165067086275,Fully Paid
14923,60 months,9.113745243911103,113.33701689573782,D,3-5 years,MORTGAGE,123318,credit_card,28.870141724436206,Fully Paid
17779,36 months,7.427728363188129,110.0479854742681,C,10+ years,MORTGAGE,21375,home_improvement,15.55096390005962,Fully Paid
8400,60 months,17.300259360777332,121.10181552544132,A,< 1 year,MORTGAGE,119485,debt_consolidation,2.18695355614965,Fully Paid
25466,36 months,20.49267561275576,434.88873096203184,A,1-3 years,MORTGAGE,42092,small_business,18.804987132452016,Fully Paid
37939,60 months,17.878085070822614,565.2305579182827,C,3-5 years,OWN,20490,credit_card,7.595967210384307,Fully Paid
5360,60 months,15.606042664983166,69.70699057025814,C,1-3 years,MORTGAGE,23729,car,24.110803556319073,Fully Paid
36270,36 months,5.839024468632726,176.48451456442413,A,5-10 years,OTHER,25974,debt_consolidation,24.53466220698572,Charged Off
18101,60 months,24.369775551887678,367.5977560539323,C,< 1 year,OTHER,138222,credit_card,29.368420675639857,Fully Paid
33307,36 months,20.97428383309149,582.1587263573152,B,5-10 years,OTHER,105216,debt_consolidation,15.056085930735112,Fully Paid
6486,60 months,10.856440734019294,58.67906216737429,D,5-10 years,RENT,103860,car,13.648706391832114,Fully Paid
9335,36 months,24.599406587177015,191.36288374274784,D,5-10 years,OWN,147288,credit_card,22.60426816339442,Charged Off
22364,36 months,17.037631792726444,317.5246645104451,D,< 1 year,MORTGAGE,116870,car,3.9741196902577967,Fully Paid
38259,60 months,16.64845316414493,530.7943080058507,B,< 1 year,RENT,41398,home_improvement,16.407465413793727,Fully Paid
24576,60 months,19.961463588590643,408.8107742943364,G,10+ years,MORTGAGE,54650,car,16.38742800392553,Fully Paid
32667,36 months,21.23539576180275,578.0805611256753,C,1-3 years,RENT,41292,home_improvement,2.6841936843116168,Charged Off
12130,60 months,18.129572146630053,183.25975844885215,E,1-3 years,RENT,121291,credit_card,12.539522565207408,Fully Paid
22972,60 months,7.5619149273240005,144.76025809207246,C,10+ years,OTHER,123889,home_improvement,25.59854395701606,Charged Off
2167,36 months,11.765350119889968,21.246261424834632,A,10+ years,OTHER,23159,credit_card,25.684608659839807,Charged Off
28192,36 months,23.561672806520995,553.5422331345333,F,5-10 years,RENT,118162,credit_card,2.97712994759043,Charged Off
2062,60 months,9.492312236877039,16.310956527033714,D,10+ years,OTHER,82766,small_business,2.7216264824349254,Fully Paid
19540,36 months,12.443340476750267,202.61906076308352,C,3-5 years,RENT,114887,credit_card,7.880864310058059,Fully Paid
25244,36 months,13.64153765888392,286.9724805507214,E,1-3 years,OWN,122834,home_improvement,26.242981876619805,Fully Paid
22545,36 months,13.788099793889044,259.0439248776904,A,10+ years,OTHER,37065,small_business,3.867077552204968,Charged Off
22689,60 months,17.25879164989051,326.32060312030484,B,3-5 years,OTHER,41638,small_business,21.59990407882339,Fully Paid
12174,60 months,23.86151675489415,242.07508747840117,G,3-5 years,OTHER,21073,credit_card,3.0349685883930966,Fully Paid
23925,36 months,9.8138542366501,195.66371884321134,B,3-5 years,OWN,66511,car,18.69413561243476,Fully Paid
38497,60 months,7.430027526018361,238.36147472427402,E,3-5 years,RENT,104307,car,10.682018973574344,Fully Paid
10348,36 months,8.949409797198747,77.17374381784386,A,5-10 years,MORTGAGE,145274,small_business,23.66741888897601,Fully Paid
24714,60 months,22.73849800418539,468.29936639619814,D,3-5 years,OTHER,120997,credit_card,7.010713464760908,Fully Paid
39102,36 months,17.91621625310412,583.7999066073978,C,5-10 years,RENT,127866,car,19.176054881698796,Fully Paid
9924,36 months,10.718135784783202,88.63898294015708,A,5-10 years,OWN,49320,credit_card,7.070476037276548,Charged Off
38098,60 months,21.318938779372345,676.8407746804397,G,3-5 years,MORTGAGE,89876,credit_card,21.409808493364615,Fully Paid
25394,36 months,22.22739992726872,470.3688281275516,B,1-3 years,OTHER,54924,small_business,26.210341036822463,Fully Paid
7801,60 months,21.930286773805562,142.56513926871432,G,3-5 years,OWN,101720,small_business,3.804053973802801,Fully Paid
38614,60 months,23.37853067279109,752.2821528326293,G,3-5 years,OWN,60734,debt_consolidation,25.997870657865107,Fully Paid
7731,36 months,10.04482040346723,64.71375544933763,E,3-5 years,MORTGAGE,88116,car,17.80725763242894,Charged Off
24625,36 months,20.100838574925568,412.4859582562851,E,1-3 years,RENT,60025,car,3.813314726010719,Fully Paid
18337,60 months,14.2107899454828,217.15271269193173,C,< 1 year,OTHER,114503,car,12.826255660791361,Fully Paid
36307,36 months,21.83997105780123,660.7865243296577,E,< 1 year,OTHER,22159,home_improvement,4.825808804552937,Fully Paid
8056,36 months,19.569813543232264,131.37868158689926,E,5-10 years,RENT,68940,credit_card,21.010436665997084,Charged Off
12516,36 months,20.528948929994492,214.11693733984256,A,5-10 years,RENT,99436,small_business,22.76604403253849,Fully Paid
2542,36 months,18.12323675362143,38.39105652308806,D,1-3 years,RENT,96976,car,3.173895608183969,Charged Off
22677,36 months,8.548575389394138,161.5467034210757,C,10+ years,MORTGAGE,34678,debt_consolidation,15.18419558083933,Fully Paid
28569,60 months,15.900538377938766,378.5520674327772,A,< 1 year,MORTGAGE,81075,car,24.438751680777514,Fully Paid
24322,60 months,24.693394790490164,500.4939567452515,D,5-10 years,OTHER,67204,credit_card,28.084891246529896,Fully Paid
20065,36 months,23.747761329942378,397.0823592377448,G,< 1 year,MORTGAGE,32021,credit_card,15.4055360022531,Charged Off
18924,36 months,5.863474715940233,92.46699627037748,A,1-3 years,OWN,26772,small_business,28.50837670834221,Fully Paid
23556,36 months,8.296296314588743,162.856296655377,F,1-3 years,OTHER,87163,home_improvement,16.070669113680893,Charged Off
27962,60 months,7.634575469091239,177.89833272227432,A,10+ years,MORTGAGE,129968,small_business,11.82571483799724,Fully Paid
29295,36 months,19.51959819970591,476.52219105032054,E,10+ years,RENT,93755,car,25.446093856586863,Fully Paid
14807,60 months,21.3557065971389,263.51162298652974,D,1-3 years,OWN,43464,debt_consolidation,14.789481313742671,Fully Paid
27432,60 months,9.270227326213439,211.91739667723922,C,5-10 years,RENT,71137,small_business,14.15707531693569,Charged Off
18749,60 months,15.11705385903658,236.19136900256402,C,< 1 year,OTHER,50232,home_improvement,14.709374682294849,Fully Paid
27256,36 months,21.814060560224,495.4700288578878,D,3-5 years,RENT,81497,small_business,25.40355005609236,Charged Off
38080,60 months,19.65603089532501,623.751380411647,E,10+ years,MORTGAGE,128017,credit_card,24.958246250641565,Charged Off
2324,36 months,15.844744109836967,30.68598775938426,B,3-5 years,MORTGAGE,94024,car,12.105599773206336,Charged Off
26731,60 months,16.806953809175457,374.38890189422426,A,5-10 years,OTHER,120485,car,9.99899579611575,Fully Paid
36909,36 months,15.1672109383256,466.5054904355496,E,10+ years,RENT,129898,car,14.757840721173878,Fully Paid
24803,60 months,10.950969026376411,226.34740396767845,F,3-5 years,OTHER,71448,car,17.18317529211327,Charged Off
20870,36 months,16.300439857180322,283.49181651612776,G,5-10 years,RENT,125468,car,7.150116318839909,Fully Paid
35578,60 months,18.777706041001814,556.7276879389688,D,< 1 year,OWN,104517,car,23.818652541467717,Fully Paid
7588,36 months,22.466458317216155,142.0629047591968,A,5-10 years,MORTGAGE,20901,debt_consolidation,14.594482971972687,Fully Paid
39069,36 months,17.72582707958496,577.1086151435874,C,10+ years,OTHER,107980,home_improvement,10.021366452598787,Fully Paid
27790,36 months,20.22243074086316,468.31779190715605,G,1-3 years,OWN,127594,car,3.2046297889197186,Fully Paid
26289,36 months,8.201432699091459,179.67288685534615,B,< 1 year,OWN,103597,home_improvement,7.165354812108208,Fully Paid
29178,60 months,14.231149488395797,346.0303998103438,F,3-5 years,OTHER,22881,car,28.47843515267951,Fully Paid
29710,60 months,5.1866323965418655,128.41237375104902,C,10+ years,OTHER,49863,small_business,9.152990604585797,Fully Paid
16485,36 months,9.93357729043246,136.46251802731592,D,1-3 years,OWN,131362,car,5.065778681011059,Fully Paid
21652,60 months,19.529234302260097,352.3724842604463,A,5-10 years,RENT,25622,credit_card,13.820183749649797,Fully Paid
5748,36 months,24.83619902698727,118.96539333926903,D,1-3 years,OWN,142740,debt_consolidation,9.21263230080746,Fully Paid
22233,36 months,6.983561991744319,129.38794480204288,G,10+ years,OTHER,21378,small_business,1.0547775081358246,Fully Paid
10435,60 months,13.029886317225765,113.30571976687571,A,10+ years,OWN,103168,small_business,9.694356518382518,Fully Paid
4709,36 months,21.00141937398319,82.41306986007237,E,1-3 years,RENT,113847,credit_card,16.323258718184057,Fully Paid
31355,36 months,9.080712692577977,237.2714553964854,B,5-10 years,MORTGAGE,91186,car,16.551371160599007,Fully Paid
14116,60 months,16.101698986045726,189.40965240585123,E,1-3 years,MORTGAGE,65201,debt_consolidation,10.69676763530666,Charged Off
26470,36 months,19.661425920593494,433.6982867650915,E,10+ years,OWN,140767,small_business,13.419082687578019,Fully Paid
15683,36 months,17.31970900520358,226.35416360717315,D,10+ years,RENT,127760,debt_consolidation,28.96553754704299,Charged Off
1504,36 months,8.760494692308322,10.979820014359765,G,3-5 years,MORTGAGE,79251,small_business,11.320454316909348,Fully Paid
34982,36 months,12.107691373714788,352.9593830294089,B,3-5 years,OWN,92572,car,7.746804397799489,Fully Paid
35299,60 months,20.675835689707945,608.196936675834,A,< 1 year,OWN,59255,small_business,7.304011322002804,Fully Paid
29016,60 months,16.084530282640333,388.92394223424327,A,10+ years,RENT,83212,small_business,13.732938381124026,Fully Paid
24960,60 months,5.104592270858255,106.17551923385172,F,3-5 years,OTHER,70210,home_improvement,22.78560446150832,Fully Paid
34591,36 months,20.219815200561875,582.8530230021964,C,1-3 years,OWN,145629,car,6.1796455256541964,Fully Paid
18312,36 months,5.706227098804781,87.07702552776097,F,5-10 years,OTHER,136736,credit_card,21.278883814223043,Fully Paid
38797,60 months,19.914675654624645,643.8580594770602,F,1-3 years,OTHER,42499,credit_card,0.6344947004824886,Fully Paid
3105,36 months,9.049611203304748,23.415868988551036,A,5-10 years,MORTGAGE,122552,car,12.56798933951838,Fully Paid
37395,36 months,24.161469602387605,752.9317964844037,D,3-5 years,OTHER,71628,credit_card,23.275951956083606,Charged Off
23700,36 months,12.35881502604169,244.08659676432333,E,< 1 year,RENT,81360,car,10.161988673232942,Fully Paid
35620,36 months,11.538632326761583,342.5050695660397,G,1-3 years,MORTGAGE,24603,credit_card,16.912113043361984,Fully Paid
38678,60 months,7.977761006648894,257.13653351263827,E,1-3 years,MORTGAGE,113309,home_improvement,6.149376984777324,Fully Paid
21559,60 months,11.112084309804297,199.63785469589234,E,1-3 years,MORTGAGE,147466,credit_card,22.25986173378517,Fully Paid
28509,60 months,22.53301523656401,535.3281094826694,B,5-10 years,OWN,105473,small_business,1.5683730980627886,Charged Off
28860,36 months,24.926686752544946,599.486816398706,A,3-5 years,OWN,32632,car,25.57627934626501,Fully Paid
12003,60 months,12.366190610136966,123.692821577895,G,1-3 years,OTHER,50607,debt_consolidation,5.945891592650044,Fully Paid
22732,60 months,13.97221261909085,264.68028104764437,D,1-3 years,MORTGAGE,111873,debt_consolidation,26.23194095124992,Charged Off
26826,36 months,19.441418764054742,434.61291647044374,B,< 1 year,MORTGAGE,85756,car,10.57587723901552,Fully Paid
31354,36 months,22.72391560930149,593.7380416783658,C,< 1 year,RENT,66994,home_improvement,21.680507234234597,Fully Paid
14843,60 months,16.860886683735682,208.5551175389073,D,3-5 years,OTHER,83382,credit_card,9.576758933585655,Charged Off
7190,60 months,12.830513963556587,76.87616283164321,F,3-5 years,RENT,90354,home_improvement,27.177350137039426,Fully Paid
18640,60 months,13.252436816972475,205.8545185569724,D,10+ years,OTHER,76344,debt_consolidation,3.7991137655512306,Fully Paid
39413,60 months,18.912362929936137,621.1608001313108,D,< 1 year,OTHER,73775,car,5.355593678177961,Fully Paid
4330,36 months,5.064365272085574,18.273918023442114,E,10+ years,OWN,27349,car,14.790903754764068,Fully Paid
20087,60 months,17.391786749196815,291.1240170259303,D,5-10 years,OWN,91154,home_improvement,2.458153171144384,Fully Paid
25504,60 months,12.109860208827147,257.37489563827296,F,10+ years,RENT,47464,home_improvement,5.879405541052858,Charged Off
8114,36 months,20.883946625541686,141.21028576637102,F,1-3 years,OTHER,62624,credit_card,28.31299146636043,Fully Paid
14323,60 months,6.859812796462643,81.87758223644536,A,10+ years,MORTGAGE,141897,small_business,29.294689834436614,Charged Off
35121,36 months,16.76404533896781,490.6416969582404,D,3-5 years,OWN,146866,small_business,11.287779879912659,Charged Off
11975,36 months,14.619457797722475,145.8900059397722,E,5-10 years,MORTGAGE,57344,credit_card,27.698580630418068,Fully Paid
12023,36 months,17.846510518104548,178.80716329930917,D,1-3 years,RENT,145857,small_business,16.34474027020295,Fully Paid
22447,60 months,6.297071889659367,117.79197725598651,C,10+ years,OWN,103791,debt_consolidation,8.092273976213011,Fully Paid
25933,60 months,16.599675748562625,358.7328259895621,C,5-10 years,OWN,44299,small_business,21.07196163241796,Charged Off
24959,36 months,16.229691759190473,337.5640638480292,E,5-10 years,OTHER,67975,credit_card,19.767054197245717,Charged Off
1667,60 months,16.213201888323418,22.522839623195946,A,1-3 years,RENT,21462,small_business,29.673759573262,Fully Paid
30703,60 months,17.069753331929096,436.7438637918492,A,10+ years,OTHER,140209,car,7.951418622278499,Fully Paid
10337,36 months,18.529358744527244,159.6149844518151,F,5-10 years,OWN,101441,home_improvement,20.161785079852063,Fully Paid
37487,36 months,21.099779993615396,659.1395438505504,F,5-10 years,RENT,110456,debt_consolidation,1.5607126508834068,Charged Off
20129,60 months,10.396414402564286,174.39118792434707,B,< 1 year,OWN,101788,car,3.4093811609015825,Fully Paid
32921,36 months,21.500988203601242,589.8616938756304,E,5-10 years,RENT,126540,car,0.11755124853279786,Fully Paid
34307,60 months,14.965113645269073,427.8401281902051,D,< 1 year,OWN,60581,credit_card,29.983820431790193,Charged Off
28355,60 months,6.541165582686624,154.56229174756604,G,10+ years,MORTGAGE,120372,home_improvement,24.068210914424334,Fully Paid
38732,60 months,6.171018584879584,199.17990985796337,E,10+ years,MORTGAGE,91289,home_improvement,23.601690442006223,Fully Paid
5835,60 months,11.684766373921216,56.81717649319191,B,10+ years,OTHER,125541,debt_consolidation,15.29178225864539,Fully Paid
21159,36 months,20.69793954222935,364.95641897835895,F,3-5 years,MORTGAGE,34175,credit_card,9.002012487163197,Fully Paid
39810,36 months,19.153618694818313,635.4213002005976,E,10+ years,OWN,141704,debt_consolidation,4.537928533880278,Fully Paid
39088,36 months,20.77229929344813,676.6230289852505,E,5-10 years,OWN,26191,small_business,8.54024216539391,Charged Off
14216,36 months,15.345381128832187,181.79161510623194,F,1-3 years,MORTGAGE,103434,car,11.279136657874174,Fully Paid
36547,60 months,13.80397995910981,420.41171297132183,B,< 1 year,OTHER,104518,debt_consolidation,22.689302909408823,Fully Paid
32471,60 months,7.9490505341256785,215.09468324466243,F,3-5 years,MORTGAGE,100158,car,16.18985366709457,Fully Paid
18308,36 months,11.56385507218623,176.42588221798792,A,10+ years,RENT,86537,credit_card,2.324508796664481,Fully Paid
28532,60 months,13.680387323477506,325.2740092612168,D,10+ years,RENT,135721,small_business,0.5408702687673672,Fully Paid
35349,60 months,6.772008593592345,199.4864431457465,F,1-3 years,RENT,67645,credit_card,3.0699653860218943,Charged Off
6713,60 months,9.412239054224225,52.65363397583935,B,1-3 years,MORTGAGE,128536,small_business,12.31496141092138,Charged Off
5804,36 months,16.964505881274775,82.05166011243233,C,3-5 years,MORTGAGE,43283,small_business,27.99578751147055,Fully Paid
11136,36 months,19.713262284783795,182.93907400279363,A,< 1 year,MORTGAGE,143153,car,19.122074436276648,Fully Paid
1009,36 months,24.966950227858995,20.993043983258104,C,10+ years,RENT,106971,credit_card,24.054776996265453,Fully Paid
20255,60 months,23.662266626871155,399.3993421060627,G,3-5 years,OTHER,112759,credit_card,13.991237835136456,Charged Off
24793,36 months,17.85130399070383,368.8228165346,F,5-10 years,OWN,79123,debt_consolidation,10.849982495851284,Fully Paid
30548,36 months,13.42496106588144,341.7547588671219,A,5-10 years,MORTGAGE,122780,credit_card,3.252011181498682,Charged Off
38892,36 months,17.723547294164653,574.4201678038764,D,3-5 years,OTHER,50024,debt_consolidation,26.27799066558615,Fully Paid
2015,36 months,20.71303236160464,34.78063350719446,F,10+ years,OWN,69630,home_improvement,23.494800870837086,Charged Off
28712,36 months,7.366723818467746,176.26114522987163,D,3-5 years,OWN,50734,home_improvement,5.043542927931753,Charged Off
35961,36 months,13.198097793925765,395.51399563947035,E,10+ years,OWN,20515,home_improvement,15.367816916287815,Charged Off
9415,60 months,21.796045712712345,171.0081419876556,C,1-3 years,OTHER,130782,credit_card,14.621244237637347,Fully Paid
24833,60 months,12.67665903866088,262.33289492255466,A,3-5 years,OTHER,86727,credit_card,18.752746580595858,Fully Paid
5158,36 months,16.437445424543732,70.6536195831638,D,10+ years,RENT,117800,debt_consolidation,28.385606819737838,Fully Paid
21309,36 months,16.755387217243964,297.5337885102097,B,3-5 years,OTHER,129164,small_business,17.39314325287439,Charged Off
7970,60 months,8.689525062672788,57.71292895791843,D,3-5 years,OTHER,66216,debt_consolidation,16.206518003358557,Fully Paid
7938,60 months,12.244708833045767,80.99874893059776,B,10+ years,OTHER,91833,home_improvement,1.5096879880399183,Charged Off
22168,36 months,11.690225774838643,215.9574374805192,F,10+ years,OWN,78755,debt_consolidation,1.887224280540718,Charged Off
21384,36 months,5.523934170641295,98.43650692082788,A,< 1 year,MORTGAGE,47856,small_business,5.620403739803667,Fully Paid
19017,36 months,5.4838352778271044,86.90507956536504,D,3-5 years,RENT,134959,credit_card,0.9741231507524484,Charged Off
11344,36 months,21.63394087351547,204.51285439096625,G,5-10 years,MORTGAGE,93870,debt_consolidation,22.30058686710037,Fully Paid
9702,60 months,10.461416199456249,84.58054997260378,D,3-5 years,MORTGAGE,44162,home_improvement,21.699909119818894,Fully Paid
1384,36 months,15.36157532477631,17.717016874575343,G,3-5 years,OTHER,26008,home_improvement,4.081687032949288,Fully Paid
1404,36 months,10.974511471775461,12.84017842197729,A,10+ years,RENT,27987,credit_card,25.082367023858428,Fully Paid
30189,36 months,23.81358490230681,599.0902621797836,D,3-5 years,MORTGAGE,82532,debt_consolidation,4.6435810453833595,Charged Off
13763,36 months,10.185935177315475,116.82418820449406,B,3-5 years,MORTGAGE,116502,small_business,9.035267609920764,Fully Paid
19384,60 months,13.593136254778702,219.5744609688587,D,5-10 years,RENT,23332,credit_card,7.469306974840951,Fully Paid
33606,60 months,22.454605009692038,628.8412132964255,C,10+ years,OTHER,86323,debt_consolidation,11.169212957191434,Fully Paid
10860,60 months,21.838671335836175,197.63997558931737,F,3-5 years,MORTGAGE,58990,car,7.639912976698856,Charged Off
39757,36 months,8.722028356925547,288.9680678219075,E,1-3 years,OWN,29873,home_improvement,14.668527793153562,Fully Paid
16106,36 months,21.05286619591421,282.56455245949525,B,< 1 year,MORTGAGE,102542,small_business,12.222236440640563,Charged Off
24574,60 months,14.163737734757852,290.0497425782829,C,5-10 years,OWN,105761,small_business,29.597084723379798,Fully Paid
24524,36 months,14.659377441707104,299.58881031702083,G,3-5 years,OTHER,56444,small_business,1.67779050384677,Fully Paid
4636,36 months,7.669599448318875,29.630219202005254,F,1-3 years,MORTGAGE,55340,home_improvement,4.265441291620549,Fully Paid
11916,60 months,6.612030275142493,65.65746063216496,A,3-5 years,RENT,125219,debt_consolidation,1.5847768172580745,Fully Paid
5809,60 months,19.558786139475302,94.68082390351002,B,3-5 years,RENT,25033,credit_card,18.775235849471272,Charged Off
33201,60 months,14.929223047105996,413.05427865580515,E,10+ years,MORTGAGE,93324,debt_consolidation,1.6352783224115874,Fully Paid
14456,60 months,13.737014052303591,165.48522928341728,F,10+ years,OTHER,35689,credit_card,25.0931921212837,Charged Off
39765,36 months,19.590164573047936,649.169078539376,G,10+ years,OTHER,129756,small_business,15.358158920457834,Fully Paid
35816,36 months,20.310257979822197,606.1934998377598,E,1-3 years,RENT,107134,debt_consolidation,15.810228737446012,Fully Paid
18100,60 months,8.17816335338707,123.35396391358832,A,3-5 years,MORTGAGE,123016,small_business,16.847835231365828,Charged Off
22949,36 months,17.204502989552825,329.0217825893731,A,< 1 year,OTHER,115239,car,5.124411189186322,Charged Off
5544,60 months,7.707081645553711,35.60671720245814,G,5-10 years,RENT,20066,small_business,5.9307090934346265,Fully Paid
38744,60 months,20.027501720580915,646.6212722184891,B,10+ years,OWN,134159,small_business,9.56451968619014,Fully Paid
27657,36 months,18.139103125342793,418.060979281338,G,10+ years,MORTGAGE,65246,credit_card,17.804892474655542,Fully Paid
37187,60 months,24.13229242166916,747.8396319038426,D,3-5 years,OWN,27533,car,6.3035332782064355,Fully Paid
8239,36 months,6.379160327128424,43.7982516126759,A,3-5 years,OWN,100639,small_business,3.4899518139978367,Charged Off
15489,36 months,6.141094423025086,79.26617626519631,F,1-3 years,OTHER,90152,small_business,29.103506592552964,Charged Off
29538,36 months,10.643741493864002,261.9956968714624,D,1-3 years,OTHER,131581,car,0.6594544442886874,Fully Paid
33049,36 months,10.23411367471812,281.8560190297993,C,10+ years,OTHER,135828,car,24.08092216008065,Charged Off
38131,60 months,9.939575981439997,315.83830979024043,E,3-5 years,MORTGAGE,79658,debt_consolidation,23.641054487250663,Fully Paid
9427,36 months,23.125091610420732,181.6668655095302,D,< 1 year,OWN,58498,credit_card,8.91642341535288,Fully Paid
25285,60 months,9.990923996990123,210.51709438657937,E,5-10 years,MORTGAGE,129028,car,4.068798480219402,Fully Paid
38626,60 months,10.43899452257262,336.01383535740837,G,3-5 years,OTHER,31772,car,4.368859401162703,Fully Paid
23928,60 months,20.187965248359276,402.548027052284,D,3-5 years,OWN,109385,home_improvement,20.922948517115774,Fully Paid
20198,60 months,13.9947968490108,235.55575563026682,G,1-3 years,MORTGAGE,69036,car,19.28419773258521,Fully Paid
20758,36 months,20.534211139103625,355.20762902126086,C,5-10 years,MORTGAGE,78531,credit_card,23.4823702275416,Fully Paid
16254,36 months,6.307323151287704,85.43269208419196,A,10+ years,RENT,139159,small_business,28.12443517197314,Fully Paid
2252,60 months,14.751423873467687,27.68350546920769,C,3-5 years,MORTGAGE,32940,small_business,20.75782089799776,Charged Off
13173,60 months,5.672272003665652,62.26736592023969,A,10+ years,OTHER,138027,small_business,4.675546096543304,Fully Paid
38441,36 months,6.25306406910709,200.31169656712134,G,3-5 years,MORTGAGE,36932,small_business,7.30327850296232,Fully Paid
27698,60 months,23.12874906688822,533.8500763788916,A,10+ years,OWN,115305,home_improvement,25.265811926193436,Charged Off
16781,36 months,7.784907422351903,108.86544287873939,E,5-10 years,MORTGAGE,76827,car,6.279182275026257,Charged Off
14051,60 months,15.648413645504341,183.22988344415126,F,1-3 years,RENT,81431,small_business,2.175669508634442,Charged Off
7949,36 months,13.221912052014131,87.58414908455028,C,5-10 years,OWN,44648,debt_consolidation,21.098401621267513,Fully Paid
9017,60 months,11.946866525176853,89.77074621459974,D,< 1 year,OWN,132947,small_business,12.075790664704261,Fully Paid
7941,60 months,22.99666691374545,152.1804433017105,C,1-3 years,RENT,52966,car,27.601201576377107,Fully Paid
26934,36 months,5.43646793550979,122.02152281251723,E,5-10 years,OTHER,47777,small_business,19.507652132809845,Fully Paid
24386,60 months,18.275793723511782,371.39458811796527,A,< 1 year,OWN,144661,home_improvement,2.7125693337498227,Charged Off
11209,60 months,24.267888684271007,226.68230355166145,E,3-5 years,OTHER,52567,credit_card,28.435697017609822,Fully Paid
18715,36 months,16.20336366923684,252.7049592248062,B,3-5 years,OWN,135259,credit_card,7.756717909207377,Fully Paid
29920,60 months,23.736449240661837,591.8288010671685,B,10+ years,OWN,37174,car,10.116374712188573,Fully Paid
32703,36 months,6.045157585720475,164.74565710484725,D,1-3 years,OTHER,62598,credit_card,12.067812410506262,Fully Paid
5637,36 months,13.375866381483227,62.833132327017466,E,3-5 years,OWN,144711,credit_card,1.5367288921293976,Charged Off
5854,60 months,10.203155819241022,49.774395138197455,G,1-3 years,OTHER,79199,debt_consolidation,14.895462666918146,Fully Paid
38660,60 months,19.616419299614595,631.9756417692503,D,3-5 years,RENT,33798,car,3.6995547322587674,Fully Paid
20856,60 months,24.625941809944933,427.99886865684294,G,10+ years,OTHER,85364,car,12.029109800650552,Fully Paid
22833,60 months,10.130601248884956,192.7600152631585,D,5-10 years,RENT,37558,credit_card,10.52129363976253,Fully Paid
20963,60 months,18.08349202948149,315.9035361783504,B,10+ years,OWN,81084,credit_card,23.1852025027951,Fully Paid
37932,60 months,8.961952655194803,283.2873234307078,D,< 1 year,OTHER,64237,credit_card,24.095115348981935,Fully Paid
28169,60 months,16.306605091432196,382.78396568379463,B,3-5 years,OWN,85497,home_improvement,4.602386471672641,Fully Paid
8941,36 months,14.278649733766724,106.38783939134022,A,< 1 year,OTHER,20178,small_business,10.996535621376786,Charged Off
15388,60 months,24.44010659263074,313.4036335395015,G,< 1 year,RENT,136932,home_improvement,11.200594830954952,Charged Off
6569,36 months,17.170545453929332,93.99442757238482,E,1-3 years,RENT,106006,car,4.5423133180825515,Charged Off
5300,60 months,11.990127441736377,52.95639620100233,D,3-5 years,OTHER,37118,debt_consolidation,23.953605151535715,Charged Off
37586,60 months,7.281915697758667,228.0817361799644,B,< 1 year,RENT,42616,small_business,21.216849850062697,Fully Paid
13015,36 months,8.02493657469869,87.03712459975289,C,5-10 years,OWN,20798,debt_consolidation,5.711453588911041,Fully Paid
7254,60 months,9.506338599024701,57.46581683110432,G,< 1 year,OWN,27601,car,11.00165725781397,Fully Paid
18144,60 months,10.01933322680596,151.49231838930612,D,5-10 years,MORTGAGE,45363,car,3.1741507456954263,Charged Off
25214,36 months,22.012321156822757,462.51555470677414,F,1-3 years,RENT,22795,debt_consolidation,18.846197912791318,Charged Off
16183,60 months,16.224455765650497,218.80030637960166,A,< 1 year,OWN,117462,debt_consolidation,3.64115773645859,Charged Off
7238,60 months,15.467818227487328,93.29672360879441,A,10+ years,OTHER,65264,debt_consolidation,29.578025058747535,Fully Paid
7090,60 months,7.295377437384349,43.10352169254586,C,1-3 years,RENT,122892,car,23.42046224063587,Charged Off
12637,36 months,22.2027938669887,233.81392174761348,B,5-10 years,OWN,92833,credit_card,11.707156487519851,Fully Paid
23415,60 months,19.456286064169674,379.64078182711074,D,1-3 years,RENT,149688,debt_consolidation,17.356917968380632,Fully Paid
25071,60 months,6.353367238000032,132.73772501991567,G,< 1 year,OTHER,23084,small_business,27.340254486492263,Fully Paid
19271,60 months,19.156701944595373,307.6406693119145,B,3-5 years,OWN,115865,car,16.622978411874783,Fully Paid
37034,60 months,15.870764346852921,489.79823901779247,A,3-5 years,MORTGAGE,96646,home_improvement,5.2349545919386555,Fully Paid
34434,36 months,6.6345069149355655,190.37717592407606,B,5-10 years,MORTGAGE,20731,home_improvement,11.36110066743478,Fully Paid
5188,36 months,14.166012830573129,61.244395470844495,A,5-10 years,RENT,21129,small_business,25.29434595089236,Fully Paid
11161,60 months,14.693925742600939,136.66575434430754,B,3-5 years,OTHER,48022,credit_card,19.326390479688538,Fully Paid
29732,60 months,8.315490803265515,206.03014380224192,C,5-10 years,OWN,21605,debt_consolidation,19.52173153001401,Charged Off
12314,36 months,23.913962940005646,245.39711636935795,E,1-3 years,OTHER,97506,car,26.004644570654676,Fully Paid
